Date,Time,DateTime,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
2024-01-10,07:30:00,2024-01-10 07:30:00,0.35,1010.77,18.44,100.0,1756.75,0.88
2024-01-10,07:40:00,2024-01-10 07:40:00,0.04,1010.89,18.51,100.0,1724.25,0.87
2024-01-10,07:50:00,2024-01-10 07:50:00,0.0,1011.06,18.62,100.0,2784.83,2.09
2024-01-10,08:00:00,2024-01-10 08:00:00,0.0,1011.22,18.83,100.0,3747.5,3.76
2024-01-10,08:10:00,2024-01-10 08:10:00,0.0,1011.34,19.19,100.0,5074.84,6.75
2024-01-10,08:20:00,2024-01-10 08:20:00,0.32,1011.49,19.43,100.0,8301.5,17.35
2024-01-10,08:30:00,2024-01-10 08:30:00,0.0,1011.68,19.52,100.0,8518.17,17.47
2024-01-10,08:40:00,2024-01-10 08:40:00,0.52,1011.74,19.79,100.0,13664.83,44.93
2024-01-10,08:50:00,2024-01-10 08:50:00,0.62,1011.83,19.68,100.0,12904.92,40.32
2024-01-10,09:00:00,2024-01-10 09:00:00,0.24,1011.92,20.04,100.0,15046.92,53.68
2024-01-10,09:10:00,2024-01-10 09:10:00,0.13,1012.0,20.32,100.0,10291.25,25.58
2024-01-10,09:20:00,2024-01-10 09:20:00,0.0,1012.08,20.53,100.0,10128.67,25.49
2024-01-10,09:30:00,2024-01-10 09:30:00,0.0,1012.24,20.97,100.0,14455.17,47.0
2024-01-10,09:40:00,2024-01-10 09:40:00,0.16,1012.24,21.75,100.0,16405.83,59.53
2024-01-10,09:50:00,2024-01-10 09:50:00,0.35,1012.07,21.85,94.56,14315.58,46.73
2024-01-10,10:00:00,2024-01-10 10:00:00,0.71,1011.96,21.85,88.51,16247.67,60.49
2024-01-10,10:10:00,2024-01-10 10:10:00,1.22,1011.91,21.5,82.59,11004.75,27.78
2024-01-10,10:20:00,2024-01-10 10:20:00,0.61,1011.83,21.13,82.65,9768.08,22.1
2024-01-10,10:30:00,2024-01-10 10:30:00,0.39,1011.91,20.88,83.35,5745.42,7.78
2024-01-10,10:40:00,2024-01-10 10:40:00,0.01,1012.01,20.58,86.48,4406.92,4.39
2024-01-10,10:50:00,2024-01-10 10:50:00,0.06,1012.0,20.35,88.37,3677.33,3.08
2024-01-10,11:00:00,2024-01-10 11:00:00,0.21,1011.92,20.17,87.44,4784.5,5.18
2024-01-10,11:10:00,2024-01-10 11:10:00,0.27,1011.81,20.16,85.77,5918.42,8.2
2024-01-10,11:20:00,2024-01-10 11:20:00,0.42,1011.66,20.38,84.51,6673.67,10.23
2024-01-10,11:30:00,2024-01-10 11:30:00,0.49,1011.63,20.56,84.27,7416.08,12.51
2024-01-10,11:40:00,2024-01-10 11:40:00,0.57,1011.54,20.73,83.39,7945.92,14.24
2024-01-10,11:50:00,2024-01-10 11:50:00,0.26,1011.44,20.79,83.22,8564.34,16.93
2024-01-10,12:00:00,2024-01-10 12:00:00,0.27,1011.33,21.18,81.37,11503.33,29.49
2024-01-10,12:10:00,2024-01-10 12:10:00,0.23,1011.1,21.55,79.97,11708.33,30.97
2024-01-10,12:20:00,2024-01-10 12:20:00,0.09,1010.98,21.98,78.55,11472.83,29.12
2024-01-10,12:30:00,2024-01-10 12:30:00,0.05,1010.88,22.2,77.8,9792.91,21.52
2024-01-10,12:40:00,2024-01-10 12:40:00,0.25,1010.78,21.96,76.08,7167.25,10.97
2024-01-10,12:50:00,2024-01-10 12:50:00,0.47,1010.66,21.24,77.13,6309.42,8.55
2024-01-10,13:00:00,2024-01-10 13:00:00,0.44,1010.62,20.65,79.85,5823.0,6.99
2024-01-10,13:10:00,2024-01-10 13:10:00,0.29,1010.73,20.13,86.14,6378.17,8.48
2024-01-10,13:20:00,2024-01-10 13:20:00,0.22,1010.77,18.99,97.72,4100.83,4.04
2024-01-10,13:30:00,2024-01-10 13:30:00,0.9,1010.8,17.82,100.0,3133.83,2.19
2024-01-10,13:40:00,2024-01-10 13:40:00,0.8,1010.84,17.02,100.0,3243.75,2.31
2024-01-10,13:50:00,2024-01-10 13:50:00,0.53,1010.84,16.69,100.0,3030.67,2.08
2024-01-10,14:00:00,2024-01-10 14:00:00,0.28,1010.89,16.48,100.0,3566.33,2.93
2024-01-10,14:10:00,2024-01-10 14:10:00,0.34,1010.87,16.36,100.0,3500.08,3.0
2024-01-10,14:20:00,2024-01-10 14:20:00,1.43,1010.84,16.33,100.0,4413.25,4.61
2024-01-10,14:30:00,2024-01-10 14:30:00,0.56,1010.88,16.4,100.0,3484.17,2.91
2024-01-10,14:40:00,2024-01-10 14:40:00,0.35,1010.91,16.38,100.0,3237.33,2.55
2024-01-10,14:50:00,2024-01-10 14:50:00,0.34,1010.98,16.59,100.0,3112.25,2.34
2024-01-10,15:00:00,2024-01-10 15:00:00,0.22,1011.07,16.82,100.0,3045.08,2.2
2024-01-10,15:10:00,2024-01-10 15:10:00,0.34,1011.17,16.97,100.0,2833.7,1.93
2024-01-10,15:20:00,2024-01-10 15:20:00,0.41,1011.19,16.87,100.0,1986.67,1.04
2024-01-10,15:30:00,2024-01-10 15:30:00,0.34,1011.3,16.7,100.0,2165.08,1.24
2024-01-10,15:40:00,2024-01-10 15:40:00,0.16,1011.43,16.72,100.0,2444.67,1.52
2024-01-10,15:50:00,2024-01-10 15:50:00,0.18,1011.48,16.71,100.0,1969.37,1.1
2024-01-10,16:00:00,2024-01-10 16:00:00,0.19,1011.58,16.65,100.0,1528.08,0.74
2024-01-10,16:10:00,2024-01-10 16:10:00,0.1,1011.68,16.5,100.0,1376.67,0.6
2024-01-10,16:20:00,2024-01-10 16:20:00,0.52,1011.86,16.33,100.0,1188.08,0.45
2024-01-10,16:30:00,2024-01-10 16:30:00,0.59,1012.01,16.3,100.0,1225.67,0.47
2024-01-10,16:40:00,2024-01-10 16:40:00,1.78,1012.14,16.25,100.0,824.42,0.23
2024-01-10,16:50:00,2024-01-10 16:50:00,1.42,1012.34,16.16,100.0,536.08,0.12
2024-01-10,17:00:00,2024-01-10 17:00:00,1.09,1012.49,15.99,100.0,570.67,0.12
2024-01-11,07:00:00,2024-01-11 07:00:00,0.0,1015.7,13.91,100.0,1435.42,0.58
2024-01-11,07:10:00,2024-01-11 07:10:00,0.0,1015.81,14.03,100.0,2589.08,1.78
2024-01-11,07:20:00,2024-01-11 07:20:00,0.01,1015.98,14.37,100.0,3622.83,3.32
2024-01-11,07:30:00,2024-01-11 07:30:00,0.01,1016.14,14.76,100.0,4462.08,4.94
2024-01-11,07:40:00,2024-01-11 07:40:00,0.0,1016.27,15.12,100.0,5758.42,7.97
2024-01-11,07:50:00,2024-01-11 07:50:00,0.16,1016.29,15.47,97.96,7279.17,12.27
2024-01-11,08:00:00,2024-01-11 08:00:00,0.0,1016.39,15.77,95.1,7929.33,14.36
2024-01-11,08:10:00,2024-01-11 08:10:00,0.03,1016.45,16.18,91.92,8774.33,17.67
2024-01-11,08:20:00,2024-01-11 08:20:00,0.02,1016.49,16.58,89.28,10013.5,22.84
2024-01-11,08:30:00,2024-01-11 08:30:00,0.11,1016.51,17.03,86.67,11335.08,29.08
2024-01-11,08:40:00,2024-01-11 08:40:00,0.0,1016.58,17.39,85.09,11982.87,32.35
2024-01-11,08:50:00,2024-01-11 08:50:00,0.04,1016.58,17.8,82.83,13097.5,38.68
2024-01-11,09:00:00,2024-01-11 09:00:00,,,,,,
2024-01-11,09:10:00,2024-01-11 09:10:00,,,,,,
2024-01-11,09:20:00,2024-01-11 09:20:00,,,,,,
2024-01-11,09:30:00,2024-01-11 09:30:00,,,,,,
2024-01-11,09:40:00,2024-01-11 09:40:00,,,,,,
2024-01-11,09:50:00,2024-01-11 09:50:00,,,,,,
2024-01-11,10:00:00,2024-01-11 10:00:00,,,,,,
2024-01-11,10:10:00,2024-01-11 10:10:00,,,,,,
2024-01-11,10:20:00,2024-01-11 10:20:00,,,,,,
2024-01-11,10:30:00,2024-01-11 10:30:00,,,,,,
2024-01-11,10:40:00,2024-01-11 10:40:00,,,,,,
2024-01-11,10:50:00,2024-01-11 10:50:00,,,,,,
2024-01-11,11:00:00,2024-01-11 11:00:00,,,,,,
2024-01-11,11:10:00,2024-01-11 11:10:00,,,,,,
2024-01-11,11:20:00,2024-01-11 11:20:00,,,,,,
2024-01-11,11:30:00,2024-01-11 11:30:00,,,,,,
2024-01-11,11:40:00,2024-01-11 11:40:00,,,,,,
2024-01-11,11:50:00,2024-01-11 11:50:00,,,,,,
2024-01-11,12:00:00,2024-01-11 12:00:00,,,,,,
2024-01-11,12:10:00,2024-01-11 12:10:00,,,,,,
2024-01-11,12:20:00,2024-01-11 12:20:00,,,,,,
2024-01-11,12:30:00,2024-01-11 12:30:00,,,,,,
2024-01-11,12:40:00,2024-01-11 12:40:00,,,,,,
2024-01-11,12:50:00,2024-01-11 12:50:00,,,,,,
2024-01-11,13:00:00,2024-01-11 13:00:00,,,,,,
2024-01-11,13:10:00,2024-01-11 13:10:00,,,,,,
2024-01-11,13:20:00,2024-01-11 13:20:00,,,,,,
2024-01-11,13:30:00,2024-01-11 13:30:00,,,,,,
2024-01-11,13:40:00,2024-01-11 13:40:00,,,,,,
2024-01-11,13:50:00,2024-01-11 13:50:00,,,,,,
2024-01-11,14:00:00,2024-01-11 14:00:00,,,,,,
2024-01-11,14:10:00,2024-01-11 14:10:00,,,,,,
2024-01-11,14:20:00,2024-01-11 14:20:00,,,,,,
2024-01-11,14:30:00,2024-01-11 14:30:00,,,,,,
2024-01-11,14:40:00,2024-01-11 14:40:00,,,,,,
2024-01-11,14:50:00,2024-01-11 14:50:00,,,,,,
2024-01-11,15:00:00,2024-01-11 15:00:00,,,,,,
2024-01-11,15:10:00,2024-01-11 15:10:00,,,,,,
2024-01-11,15:20:00,2024-01-11 15:20:00,,,,,,
2024-01-11,15:30:00,2024-01-11 15:30:00,,,,,,
2024-01-11,15:40:00,2024-01-11 15:40:00,,,,,,
2024-01-11,15:50:00,2024-01-11 15:50:00,,,,,,
2024-01-11,16:00:00,2024-01-11 16:00:00,,,,,,
2024-01-11,16:10:00,2024-01-11 16:10:00,,,,,,
2024-01-11,16:20:00,2024-01-11 16:20:00,,,,,,
2024-01-11,16:30:00,2024-01-11 16:30:00,,,,,,
2024-01-11,16:40:00,2024-01-11 16:40:00,,,,,,
2024-01-11,16:50:00,2024-01-11 16:50:00,,,,,,
2024-01-11,17:00:00,2024-01-11 17:00:00,,,,,,
2024-01-12,07:00:00,2024-01-12 07:00:00,0.94,1014.2,12.38,100.0,1172.34,0.44
2024-01-12,07:10:00,2024-01-12 07:10:00,0.88,1014.24,12.82,100.0,2227.67,2.65
2024-01-12,07:20:00,2024-01-12 07:20:00,0.38,1014.28,13.51,100.0,3483.92,4.6
2024-01-12,07:30:00,2024-01-12 07:30:00,0.37,1014.34,14.02,100.0,5054.21,10.22
2024-01-12,07:40:00,2024-01-12 07:40:00,0.37,1014.38,14.59,100.0,6764.17,12.57
2024-01-12,07:50:00,2024-01-12 07:50:00,0.75,1014.46,15.05,100.0,9023.42,22.15
2024-01-12,08:00:00,2024-01-12 08:00:00,0.14,1014.42,15.91,100.0,12189.0,40.05
2024-01-12,08:10:00,2024-01-12 08:10:00,0.73,1014.41,16.85,97.07,14286.5,53.67
2024-01-12,08:20:00,2024-01-12 08:20:00,0.69,1014.41,17.65,91.2,25707.2,200.56
2024-01-12,08:30:00,2024-01-12 08:30:00,0.86,1014.44,19.52,80.13,27586.08,203.04
2024-01-12,08:40:00,2024-01-12 08:40:00,0.13,1014.43,20.53,74.67,28127.09,184.9
2024-01-12,08:50:00,2024-01-12 08:50:00,0.14,1014.4,21.41,68.8,31747.5,236.92
2024-01-12,09:00:00,2024-01-12 09:00:00,0.05,1014.36,22.42,65.26,32177.75,236.64
2024-01-12,09:10:00,2024-01-12 09:10:00,0.33,1014.37,23.31,60.7,38760.01,358.7
2024-01-12,09:20:00,2024-01-12 09:20:00,0.87,1014.33,23.21,57.62,45360.99,515.94
2024-01-12,09:30:00,2024-01-12 09:30:00,1.06,1014.28,24.54,54.07,66270.72,992.65
2024-01-12,09:40:00,2024-01-12 09:40:00,0.2,1014.18,26.0,51.43,57197.05,729.63
2024-01-12,09:50:00,2024-01-12 09:50:00,0.28,1014.1,27.24,47.44,57830.62,725.49
2024-01-12,10:00:00,2024-01-12 10:00:00,0.94,1014.04,27.46,45.01,52700.72,604.55
2024-01-12,10:10:00,2024-01-12 10:10:00,0.09,1013.91,26.8,46.86,44837.24,426.07
2024-01-12,10:20:00,2024-01-12 10:20:00,0.13,1013.76,26.63,47.18,48539.34,486.58
2024-01-12,10:30:00,2024-01-12 10:30:00,0.21,1013.68,26.27,47.45,52628.49,610.35
2024-01-12,10:40:00,2024-01-12 10:40:00,0.1,1013.58,26.33,47.66,50300.46,530.61
2024-01-12,10:50:00,2024-01-12 10:50:00,0.09,1013.45,26.61,47.26,85718.35,1414.56
2024-01-12,11:00:00,2024-01-12 11:00:00,0.05,1013.34,30.37,42.73,103889.73,1706.29
2024-01-12,11:10:00,2024-01-12 11:10:00,0.25,1013.14,33.51,36.06,106243.42,1702.12
2024-01-12,11:20:00,2024-01-12 11:20:00,0.28,1012.9,34.82,32.01,108549.03,1699.55
2024-01-12,11:30:00,2024-01-12 11:30:00,0.07,1012.64,35.62,30.66,99762.14,1504.64
2024-01-12,11:40:00,2024-01-12 11:40:00,0.31,1012.42,34.98,30.69,68044.6,959.12
2024-01-12,11:50:00,2024-01-12 11:50:00,0.05,1012.22,32.15,34.51,33803.6,229.23
2024-01-12,12:00:00,2024-01-12 12:00:00,0.13,1012.09,29.31,39.05,29432.75,183.21
2024-01-12,12:10:00,2024-01-12 12:10:00,0.23,1011.97,27.65,42.41,29339.92,187.03
2024-01-12,12:20:00,2024-01-12 12:20:00,0.08,1011.89,27.18,44.32,29045.92,182.96
2024-01-12,12:30:00,2024-01-12 12:30:00,0.11,1011.86,27.26,44.54,25608.17,143.79
2024-01-12,12:40:00,2024-01-12 12:40:00,0.04,1011.82,27.19,45.23,23698.33,124.09
2024-01-12,12:50:00,2024-01-12 12:50:00,0.01,1011.76,27.27,45.69,22041.33,108.25
2024-01-12,13:00:00,2024-01-12 13:00:00,0.0,1011.66,27.05,46.35,22205.25,112.35
2024-01-12,13:10:00,2024-01-12 13:10:00,0.11,1011.62,26.53,47.16,22957.08,120.7
2024-01-12,13:20:00,2024-01-12 13:20:00,0.04,1011.56,26.23,48.11,22395.08,116.18
2024-01-12,13:30:00,2024-01-12 13:30:00,0.05,1011.5,26.46,47.8,20914.67,101.81
2024-01-12,13:40:00,2024-01-12 13:40:00,0.02,1011.44,26.07,48.18,20526.75,98.74
2024-01-12,13:50:00,2024-01-12 13:50:00,0.01,1011.38,25.8,48.92,19832.33,93.71
2024-01-12,14:00:00,2024-01-12 14:00:00,0.0,1011.36,25.94,49.44,19269.33,90.29
2024-01-12,14:10:00,2024-01-12 14:10:00,0.15,1011.29,25.92,49.2,19745.0,95.76
2024-01-12,14:20:00,2024-01-12 14:20:00,0.19,1011.23,25.34,51.6,21658.25,114.19
2024-01-12,14:30:00,2024-01-12 14:30:00,0.08,1011.24,25.18,52.88,21408.33,111.29
2024-01-12,14:40:00,2024-01-12 14:40:00,0.37,1011.2,25.26,54.29,21886.75,115.9
2024-01-12,14:50:00,2024-01-12 14:50:00,0.2,1011.23,24.83,56.22,20571.67,101.17
2024-01-12,15:00:00,2024-01-12 15:00:00,0.27,1011.28,24.68,57.18,19792.92,96.55
2024-01-12,15:10:00,2024-01-12 15:10:00,0.15,1011.42,24.35,59.09,14531.0,51.15
2024-01-12,15:20:00,2024-01-12 15:20:00,0.09,1011.52,23.86,60.9,14095.42,48.74
2024-01-12,15:30:00,2024-01-12 15:30:00,0.07,1011.56,23.65,61.54,14416.92,60.93
2024-01-12,15:40:00,2024-01-12 15:40:00,0.0,1011.59,23.77,60.97,12538.33,40.53
2024-01-12,15:50:00,2024-01-12 15:50:00,0.07,1011.64,23.5,61.95,10455.67,29.46
2024-01-12,16:00:00,2024-01-12 16:00:00,0.03,1011.72,22.86,63.59,6617.83,11.24
2024-01-12,16:10:00,2024-01-12 16:10:00,0.01,1011.78,22.15,65.61,4658.83,5.66
2024-01-12,16:20:00,2024-01-12 16:20:00,0.04,1011.89,21.45,67.93,3204.67,2.86
2024-01-12,16:30:00,2024-01-12 16:30:00,0.0,1011.97,20.86,69.64,2111.08,1.33
2024-01-12,16:40:00,2024-01-12 16:40:00,0.0,1012.05,20.43,71.44,1435.5,0.68
2024-01-12,16:50:00,2024-01-12 16:50:00,0.0,1012.14,20.04,73.34,985.58,0.34
2024-01-12,17:00:00,2024-01-12 17:00:00,0.0,1012.29,19.72,74.45,703.25,0.2
2024-01-13,07:00:00,2024-01-13 07:00:00,0.32,1015.25,14.01,100.0,2210.33,1.17
2024-01-13,07:10:00,2024-01-13 07:10:00,0.01,1015.39,14.27,100.0,3651.58,3.41
2024-01-13,07:20:00,2024-01-13 07:20:00,0.01,1015.52,14.8,100.0,5012.67,6.17
2024-01-13,07:30:00,2024-01-13 07:30:00,0.05,1015.63,15.38,100.0,6183.42,9.18
2024-01-13,07:40:00,2024-01-13 07:40:00,0.13,1015.72,15.92,100.0,7689.92,13.91
2024-01-13,07:50:00,2024-01-13 07:50:00,0.17,1015.83,16.64,100.0,8418.5,16.65
2024-01-13,08:00:00,2024-01-13 08:00:00,0.27,1015.95,17.29,100.0,9745.08,22.35
2024-01-13,08:10:00,2024-01-13 08:10:00,0.14,1016.05,17.92,100.0,11052.83,28.3
2024-01-13,08:20:00,2024-01-13 08:20:00,0.2,1016.21,18.78,100.0,20439.75,111.75
2024-01-13,08:30:00,2024-01-13 08:30:00,0.4,1016.34,20.31,92.74,19670.83,89.2
2024-01-13,08:40:00,2024-01-13 08:40:00,0.08,1016.44,20.82,85.12,21560.5,103.53
2024-01-13,08:50:00,2024-01-13 08:50:00,0.08,1016.57,21.95,82.11,24265.42,127.38
2024-01-13,09:00:00,2024-01-13 09:00:00,0.2,1016.62,22.98,72.83,29167.0,183.69
2024-01-13,09:10:00,2024-01-13 09:10:00,0.02,1016.63,23.89,68.65,28602.83,176.15
2024-01-13,09:20:00,2024-01-13 09:20:00,0.02,1016.65,24.46,66.41,23765.92,120.5
2024-01-13,09:30:00,2024-01-13 09:30:00,0.02,1016.68,24.82,64.07,28568.0,172.71
2024-01-13,09:40:00,2024-01-13 09:40:00,0.0,1016.54,25.72,63.04,29725.5,192.0
2024-01-13,09:50:00,2024-01-13 09:50:00,0.0,1016.44,26.64,59.8,21347.83,103.07
2024-01-13,10:00:00,2024-01-13 10:00:00,0.0,1016.43,26.33,60.22,17698.08,71.98
2024-01-13,10:10:00,2024-01-13 10:10:00,0.0,1016.37,26.1,61.02,21013.58,99.22
2024-01-13,10:20:00,2024-01-13 10:20:00,0.0,1016.29,26.52,60.46,25195.58,136.81
2024-01-13,10:30:00,2024-01-13 10:30:00,0.02,1016.19,26.5,58.64,18788.33,79.37
2024-01-13,10:40:00,2024-01-13 10:40:00,0.0,1016.09,25.59,61.23,16675.0,64.11
2024-01-13,10:50:00,2024-01-13 10:50:00,0.0,1015.94,25.29,62.78,18091.75,73.26
2024-01-13,11:00:00,2024-01-13 11:00:00,0.0,1015.78,25.49,62.68,21404.42,102.13
2024-01-13,11:10:00,2024-01-13 11:10:00,0.0,1015.69,25.86,60.41,26536.0,151.83
2024-01-13,11:20:00,2024-01-13 11:20:00,0.0,1015.6,26.51,58.35,27690.33,162.6
2024-01-13,11:30:00,2024-01-13 11:30:00,0.02,1015.46,27.02,57.01,29751.58,188.87
2024-01-13,11:40:00,2024-01-13 11:40:00,0.0,1015.32,27.99,53.97,34524.75,247.94
2024-01-13,11:50:00,2024-01-13 11:50:00,0.05,1015.2,29.01,50.6,34575.16,247.57
2024-01-13,12:00:00,2024-01-13 12:00:00,0.02,1015.12,28.78,49.49,30751.83,196.08
2024-01-13,12:10:00,2024-01-13 12:10:00,0.06,1015.04,28.36,50.25,26471.25,143.97
2024-01-13,12:20:00,2024-01-13 12:20:00,0.16,1014.92,27.5,51.3,20026.92,87.44
2024-01-13,12:30:00,2024-01-13 12:30:00,0.1,1014.81,25.42,56.41,10798.17,28.1
2024-01-13,12:40:00,2024-01-13 12:40:00,0.02,1014.69,24.16,60.42,13076.17,39.59
2024-01-13,12:50:00,2024-01-13 12:50:00,0.0,1014.56,24.3,60.74,19778.83,85.41
2024-01-13,13:00:00,2024-01-13 13:00:00,0.03,1014.46,24.84,58.23,18049.25,71.78
2024-01-13,13:10:00,2024-01-13 13:10:00,0.0,1014.38,24.84,58.73,16200.42,58.17
2024-01-13,13:20:00,2024-01-13 13:20:00,0.02,1014.28,24.91,59.01,15091.67,49.89
2024-01-13,13:30:00,2024-01-13 13:30:00,0.01,1014.23,24.71,59.48,13470.0,40.83
2024-01-13,13:40:00,2024-01-13 13:40:00,0.0,1014.2,24.68,60.4,16726.92,61.28
2024-01-13,13:50:00,2024-01-13 13:50:00,0.0,1014.1,25.17,59.76,20846.0,91.17
2024-01-13,14:00:00,2024-01-13 14:00:00,0.0,1014.02,25.58,58.22,20568.5,88.88
2024-01-13,14:10:00,2024-01-13 14:10:00,0.0,1013.97,25.74,57.68,16981.75,62.1
2024-01-13,14:20:00,2024-01-13 14:20:00,0.01,1013.94,25.42,58.06,15542.42,52.3
2024-01-13,14:30:00,2024-01-13 14:30:00,0.02,1013.92,24.83,59.02,14234.0,44.47
2024-01-13,14:40:00,2024-01-13 14:40:00,0.0,1013.94,24.3,60.09,11386.67,29.13
2024-01-13,14:50:00,2024-01-13 14:50:00,0.01,1013.94,23.74,61.55,9339.09,19.94
2024-01-13,15:00:00,2024-01-13 15:00:00,0.05,1013.97,23.26,62.78,9124.67,18.43
2024-01-13,15:10:00,2024-01-13 15:10:00,0.0,1013.98,22.8,64.14,7238.75,12.14
2024-01-13,15:20:00,2024-01-13 15:20:00,0.0,1013.98,22.31,65.7,4649.83,5.27
2024-01-13,15:30:00,2024-01-13 15:30:00,0.0,1014.06,21.72,67.56,3995.0,3.87
2024-01-13,15:40:00,2024-01-13 15:40:00,0.0,1014.07,21.33,69.02,3876.33,3.56
2024-01-13,15:50:00,2024-01-13 15:50:00,0.0,1014.15,21.06,70.01,3574.75,3.12
2024-01-13,16:00:00,2024-01-13 16:00:00,0.0,1014.31,20.85,70.7,3117.42,2.42
2024-01-13,16:10:00,2024-01-13 16:10:00,0.01,1014.4,20.66,71.42,2669.5,1.83
2024-01-13,16:20:00,2024-01-13 16:20:00,0.0,1014.59,20.36,73.71,1660.75,0.8
2024-01-13,16:30:00,2024-01-13 16:30:00,0.0,1014.75,20.02,75.08,1485.08,0.67
2024-01-13,16:40:00,2024-01-13 16:40:00,0.0,1014.88,19.75,77.12,1280.92,0.51
2024-01-13,16:50:00,2024-01-13 16:50:00,0.0,1014.96,19.54,77.96,1023.0,0.34
2024-01-13,17:00:00,2024-01-13 17:00:00,0.11,1015.1,19.35,82.25,616.33,0.15
2024-01-14,07:00:00,2024-01-14 07:00:00,0.46,1016.87,14.94,100.0,2129.75,1.07
2024-01-14,07:10:00,2024-01-14 07:10:00,0.74,1016.92,15.2,100.0,3472.42,2.73
2024-01-14,07:20:00,2024-01-14 07:20:00,0.79,1017.02,15.39,100.0,4143.5,3.77
2024-01-14,07:30:00,2024-01-14 07:30:00,0.58,1017.17,15.66,100.0,6186.34,8.67
2024-01-14,07:40:00,2024-01-14 07:40:00,0.71,1017.19,16.18,100.0,7776.33,13.21
2024-01-14,07:50:00,2024-01-14 07:50:00,1.15,1017.29,16.59,100.0,9278.17,18.74
2024-01-14,08:00:00,2024-01-14 08:00:00,1.39,1017.36,16.85,100.0,10449.75,23.06
2024-01-14,08:10:00,2024-01-14 08:10:00,0.47,1017.37,17.01,100.0,12615.0,33.25
2024-01-14,08:20:00,2024-01-14 08:20:00,0.38,1017.37,17.71,100.0,24540.76,160.99
2024-01-14,08:30:00,2024-01-14 08:30:00,0.26,1017.41,19.28,96.19,18712.25,75.34
2024-01-14,08:40:00,2024-01-14 08:40:00,0.71,1017.54,19.87,89.56,31820.66,221.67
2024-01-14,08:50:00,2024-01-14 08:50:00,0.14,1017.6,22.13,78.94,49692.8,578.05
2024-01-14,09:00:00,2024-01-14 09:00:00,0.41,1017.72,25.35,64.37,70344.06,1103.24
2024-01-14,09:10:00,2024-01-14 09:10:00,0.49,1017.69,29.27,51.73,76061.94,1241.76
2024-01-14,09:20:00,2024-01-14 09:20:00,0.76,1017.7,29.07,48.56,60894.92,825.04
2024-01-14,09:30:00,2024-01-14 09:30:00,0.15,1017.63,30.21,48.17,100124.03,1701.84
2024-01-14,09:40:00,2024-01-14 09:40:00,0.13,1017.49,34.34,40.49,107558.06,1723.61
2024-01-14,09:50:00,2024-01-14 09:50:00,0.42,1017.34,36.69,34.25,116870.36,1810.13
2024-01-14,10:00:00,2024-01-14 10:00:00,0.46,1017.09,37.7,32.45,117758.2,1857.34
2024-01-14,10:10:00,2024-01-14 10:10:00,0.57,1016.9,38.6,30.12,117220.21,1849.48
2024-01-14,10:20:00,2024-01-14 10:20:00,0.45,1016.71,38.31,29.71,113698.7,1834.02
2024-01-14,10:30:00,2024-01-14 10:30:00,0.02,1016.54,39.06,30.18,113511.46,1772.35
2024-01-14,10:40:00,2024-01-14 10:40:00,0.12,1016.4,40.89,28.15,112556.78,1728.52
2024-01-14,10:50:00,2024-01-14 10:50:00,0.49,1016.19,40.49,27.01,109980.6,1752.73
2024-01-14,11:00:00,2024-01-14 11:00:00,0.15,1015.96,39.76,28.25,112691.55,1732.06
2024-01-14,11:10:00,2024-01-14 11:10:00,0.48,1015.8,39.5,27.92,115510.85,1791.45
2024-01-14,11:20:00,2024-01-14 11:20:00,0.27,1015.59,38.71,29.2,117756.94,1791.97
2024-01-14,11:30:00,2024-01-14 11:30:00,0.34,1015.36,39.64,27.69,117758.2,1807.12
2024-01-14,11:40:00,2024-01-14 11:40:00,1.06,1015.19,40.23,26.33,102712.96,1616.56
2024-01-14,11:50:00,2024-01-14 11:50:00,0.65,1015.04,38.25,27.78,41779.85,371.54
2024-01-14,12:00:00,2024-01-14 12:00:00,0.03,1014.88,33.79,33.46,29137.17,168.78
2024-01-14,12:10:00,2024-01-14 12:10:00,0.05,1014.73,31.85,36.81,29273.67,173.24
2024-01-14,12:20:00,2024-01-14 12:20:00,0.0,1014.48,30.93,38.57,21444.33,98.18
2024-01-14,12:30:00,2024-01-14 12:30:00,0.06,1014.3,30.1,40.25,19597.42,84.96
2024-01-14,12:40:00,2024-01-14 12:40:00,0.11,1014.14,29.66,41.09,16762.92,63.75
2024-01-14,12:50:00,2024-01-14 12:50:00,0.0,1014.05,29.01,42.33,14382.92,46.74
2024-01-14,13:00:00,2024-01-14 13:00:00,0.38,1013.95,28.11,44.21,12650.08,37.99
2024-01-14,13:10:00,2024-01-14 13:10:00,0.23,1013.95,26.64,47.58,13081.42,41.09
2024-01-14,13:20:00,2024-01-14 13:20:00,0.4,1013.93,25.87,50.14,14697.92,51.73
2024-01-14,13:30:00,2024-01-14 13:30:00,0.52,1013.86,25.61,51.31,24519.83,133.37
2024-01-14,13:40:00,2024-01-14 13:40:00,0.37,1013.76,26.28,50.13,30425.84,194.9
2024-01-14,13:50:00,2024-01-14 13:50:00,0.51,1013.74,27.0,48.62,29271.76,182.36
2024-01-14,14:00:00,2024-01-14 14:00:00,0.21,1013.68,27.08,48.52,23363.5,116.38
2024-01-14,14:10:00,2024-01-14 14:10:00,0.34,1013.69,26.74,49.21,19016.25,78.04
2024-01-14,14:20:00,2024-01-14 14:20:00,0.31,1013.72,26.13,51.04,16979.17,61.88
